,Program Adı,Alt Program Adı,Faaliyet Adı,Kurum/Birim,Alt Faaliyet Adı,Finansman,Ekonomik,Tertip,İşlemler,2022,2023,2024,2021 YSHT,2022 Tavan Üstü,2021 KBÖ
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Zamlar ve Tazminatlar,98.901.9010.10952-0012.0030-01-01.01.20.01,,"5,766,000.00","6,689,000.00","7,455,000.00",0.00,0.00,"4,835,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Ödenekler,98.901.9010.10952-0012.0030-01-01.01.30.01,,"14,000.00","20,000.00","24,000.00",0.00,0.00,"11,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Sosyal Haklar,98.901.9010.10952-0012.0030-01-01.01.40.01,,"167,000.00","194,000.00","216,000.00",0.00,0.00,"137,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Ek Çalışma Karşılıkları,98.901.9010.10952-0012.0030-01-01.01.50.01,,"8,000.00","9,000.00","10,000.00",0.00,0.00,"50,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Kadro Karşılığı Sözleşmeli Personel Ücretleri,98.901.9010.10952-0012.0030-01-01.02.10.02,,"756,000.00","877,000.00","977,000.00",0.00,0.00,"632,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Kadro Karşılığı Sözleşmeli Personel Zam ve Tazminatları,98.901.9010.10952-0012.0030-01-01.02.20.02,,"331,000.00","384,000.00","428,000.00",0.00,0.00,"298,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Kadro Karşılığı Sözleşmeli Personel Sosyal Hakları,98.901.9010.10952-0012.0030-01-01.02.40.02,,"9,000.00","10,000.00","11,000.00",0.00,0.00,"10,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Kadro Karşılığı Sözleşmeli Personelin Ek Çalışma Karşılıkları,98.901.9010.10952-0012.0030-01-01.02.50.02,,"75,000.00","87,000.00","97,000.00",0.00,0.00,"54,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Kadro Karşılığı Sözleşmeli Personelin Ödül ve İkramiyeleri,98.901.9010.10952-0012.0030-01-01.02.60.02,,"377,000.00","437,000.00","487,000.00",0.00,0.00,"348,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Sosyal Güvenlik Primi Ödemeleri,98.901.9010.10952-0012.0030-01-02.01.10.01,,"1,425,000.00","1,653,000.00","1,842,000.00",0.00,0.00,"1,175,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Sağlık Primi Ödemeleri,98.901.9010.10952-0012.0030-01-02.01.10.02,,"863,000.00","1,001,000.00","1,116,000.00",0.00,0.00,"714,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Sosyal Güvenlik Primi Ödemeleri,98.901.9010.10952-0012.0030-01-02.02.10.01,,"103,000.00","119,000.00","133,000.00",0.00,0.00,"84,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Sağlık Primi Ödemeleri,98.901.9010.10952-0012.0030-01-02.02.10.02,,"61,000.00","71,000.00","79,000.00",0.00,0.00,"50,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Kırtasiye Alımları,98.901.9010.10952-0012.0030-01-03.02.10.01,,"70,000.00","76,000.00","82,000.00",0.00,0.00,"60,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Büro  Malzemesi Alımları,98.901.9010.10952-0012.0030-01-03.02.10.02,,"2,000.00","2,000.00","2,000.00",0.00,0.00,"2,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Periyodik Yayın Alımları,98.901.9010.10952-0012.0030-01-03.02.10.03,,"3,000.00","3,000.00","3,000.00",0.00,0.00,"3,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Diğer Yayın Alımları,98.901.9010.10952-0012.0030-01-03.02.10.04,,"10,000.00","11,000.00","12,000.00",0.00,0.00,"11,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Yurtiçi Geçici Görev Yollukları,98.901.9010.10952-0012.0030-01-03.03.10.01,,"90,000.00","98,000.00","106,000.00",0.00,0.00,"115,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Yurtdışı Geçici Görev Yollukları,98.901.9010.10952-0012.0030-01-03.03.10.03,,"20,000.00","22,000.00","24,000.00",0.00,0.00,"21,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Yurtiçi Sürekli Görev Yollukları,98.901.9010.10952-0012.0030-01-03.03.20.01,,"40,000.00","44,000.00","47,000.00",0.00,0.00,"30,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Mahkeme Harç ve Giderleri,98.901.9010.10952-0012.0030-01-03.04.70.01,,"5,703,000.00","6,202,000.00","6,689,000.00",0.00,0.00,"5,359,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Posta ve Telgraf Giderleri,98.901.9010.10952-0012.0030-01-03.05.20.01,,"90,000.00","98,000.00","106,000.00",0.00,0.00,"85,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,İnternet Erişimi Giderleri,98.901.9010.10952-0012.0030-01-03.05.20.03,,"74,000.00","80,000.00","86,000.00",0.00,0.00,"70,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Yolcu Taşıma Giderleri,98.901.9010.10952-0012.0030-01-03.05.30.02,,"15,000.00","16,000.00","17,000.00",0.00,0.00,"20,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,İlan Giderleri,98.901.9010.10952-0012.0030-01-03.05.40.01,,"25,000.00","27,000.00","29,000.00",0.00,0.00,"24,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Keşif Giderleri,98.901.9010.10952-0012.0030-01-03.05.70.02,,"10,000.00","11,000.00","12,000.00",0.00,0.00,"11,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Rapor ve Bilirkişi Giderleri,98.901.9010.10952-0012.0030-01-03.05.70.03,,"3,000.00","3,000.00","3,000.00",0.00,0.00,"3,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Uzlaşma Giderleri,98.901.9010.10952-0012.0030-01-03.05.70.04,,"1,000.00","1,000.00","1,000.00",0.00,0.00,"1,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Diğer Yargılama Giderleri,98.901.9010.10952-0012.0030-01-03.05.70.90,,"1,000.00","1,000.00","1,000.00",0.00,0.00,"1,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Kurslara Katılma ve Eğitim Giderleri,98.901.9010.10952-0012.0030-01-03.05.90.03,,"11,000.00","12,000.00","13,000.00",0.00,0.00,"11,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Sınıflandırmaya Girmeyen Diğer Hizmet Alımları,98.901.9010.10952-0012.0030-01-03.05.90.90,,"900,000.00","979,000.00","1,056,000.00",0.00,0.00,"858,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,"Temsil, Tanıtma ve Ağırlama Giderleri",98.901.9010.10952-0012.0030-01-03.06.10.01,,"50,000.00","54,000.00","58,000.00",0.00,0.00,"75,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Büro ve İşyeri Mal ve Malzeme Alımları,98.901.9010.10952-0012.0030-01-03.07.10.01,,"25,000.00","27,000.00","29,000.00",0.00,0.00,"33,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Büro ve İşyeri Makine ve Techizat Alımları,98.901.9010.10952-0012.0030-01-03.07.10.02,,"25,000.00","27,000.00","29,000.00",0.00,0.00,"33,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Diğer Dayanıklı Mal ve Malzeme Alımları,98.901.9010.10952-0012.0030-01-03.07.10.90,,"1,000.00","1,000.00","1,000.00",0.00,0.00,"1,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Fikri Hak Alımları,98.901.9010.10952-0012.0030-01-03.07.20.02,,"20,000.00","22,000.00","24,000.00",0.00,0.00,"22,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Hukuki Danışmanlık ve Muhakemat İşleri,Genel Bütçeli İdareler,Makine Teçhizat Bakım ve Onarım Giderleri,98.901.9010.10952-0012.0030-01-03.07.30.02,,"25,000.00","27,000.00","29,000.00",0.00,0.00,"33,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),İlam Giderleri,Genel Bütçeli İdareler,Diğer Yasal Giderler,98.901.9010.14757-0012.0030-01-03.04.20.90,,"63,214,000.00","68,749,000.00","74,150,000.00",0.00,0.00,"56,000,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",Hukuki Danışmanlık ve Muhakemat Hizmetleri,BAŞHUKUK MÜŞAVİRLİĞİ VE MUHAKEMAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Koruma Tedbirleri Nedeniyle Tazminat Hizmetleri,Genel Bütçeli İdareler,Koruma Tedbirleri Nedeniyle Tazminat Ödemeleri,98.901.9010.14941-0012.0030-01-03.04.20.06,,"65,018,000.00","70,711,000.00","76,266,000.00",0.00,0.00,"57,599,000.00"
-> İç Denetim,,,,,,,,,,0.00,0.00,"2,793,000.00",0.00,0.00,"1,657,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",İç Denetim,ÖZEL KALEM MÜDÜRLÜĞÜ,İç Denetim,Genel Bütçeli İdareler,Temel Maaşlar,98.901.9008.258-0012.0002-01-01.01.10.01,,"777,000.00","901,000.00","1,004,000.00",0.00,0.00,"577,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",İç Denetim,ÖZEL KALEM MÜDÜRLÜĞÜ,İç Denetim,Genel Bütçeli İdareler,Zamlar ve Tazminatlar,98.901.9008.258-0012.0002-01-01.01.20.01,,"811,000.00","941,000.00","1,049,000.00",0.00,0.00,"680,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",İç Denetim,ÖZEL KALEM MÜDÜRLÜĞÜ,İç Denetim,Genel Bütçeli İdareler,Sosyal Haklar,98.901.9008.258-0012.0002-01-01.01.40.01,,"48,000.00","56,000.00","62,000.00",0.00,0.00,"50,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",İç Denetim,ÖZEL KALEM MÜDÜRLÜĞÜ,İç Denetim,Genel Bütçeli İdareler,Sosyal Güvenlik Primi Ödemeleri,98.901.9008.258-0012.0002-01-02.01.10.01,,"147,000.00","171,000.00","191,000.00",0.00,0.00,"117,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",İç Denetim,ÖZEL KALEM MÜDÜRLÜĞÜ,İç Denetim,Genel Bütçeli İdareler,Sağlık Primi Ödemeleri,98.901.9008.258-0012.0002-01-02.01.10.02,,"81,000.00","94,000.00","105,000.00",0.00,0.00,"73,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",İç Denetim,ÖZEL KALEM MÜDÜRLÜĞÜ,İç Denetim,Genel Bütçeli İdareler,Kırtasiye Alımları,98.901.9008.258-0012.0002-01-03.02.10.01,,"5,000.00","5,000.00","5,000.00",0.00,0.00,"7,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",İç Denetim,ÖZEL KALEM MÜDÜRLÜĞÜ,İç Denetim,Genel Bütçeli İdareler,Büro  Malzemesi Alımları,98.901.9008.258-0012.0002-01-03.02.10.02,,"2,000.00","2,000.00","2,000.00",0.00,0.00,0.00
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",İç Denetim,ÖZEL KALEM MÜDÜRLÜĞÜ,İç Denetim,Genel Bütçeli İdareler,Periyodik Yayın Alımları,98.901.9008.258-0012.0002-01-03.02.10.03,,"2,000.00","2,000.00","2,000.00",0.00,0.00,"2,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",İç Denetim,ÖZEL KALEM MÜDÜRLÜĞÜ,İç Denetim,Genel Bütçeli İdareler,Baskı ve Cilt Giderleri,98.901.9008.258-0012.0002-01-03.02.10.05,,"1,000.00","1,000.00","1,000.00",0.00,0.00,"1,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",İç Denetim,ÖZEL KALEM MÜDÜRLÜĞÜ,İç Denetim,Genel Bütçeli İdareler,Yurtiçi Geçici Görev Yollukları,98.901.9008.258-0012.0002-01-03.03.10.01,,"249,000.00","271,000.00","292,000.00",0.00,0.00,"95,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",İç Denetim,ÖZEL KALEM MÜDÜRLÜĞÜ,İç Denetim,Genel Bütçeli İdareler,Yurtdışı Geçici Görev Yollukları,98.901.9008.258-0012.0002-01-03.03.10.03,,"20,000.00","22,000.00","24,000.00",0.00,0.00,"21,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",İç Denetim,ÖZEL KALEM MÜDÜRLÜĞÜ,İç Denetim,Genel Bütçeli İdareler,Yurtiçi Sürekli Görev Yollukları,98.901.9008.258-0012.0002-01-03.03.20.01,,"5,000.00","5,000.00","5,000.00",0.00,0.00,0.00
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",İç Denetim,ÖZEL KALEM MÜDÜRLÜĞÜ,İç Denetim,Genel Bütçeli İdareler,Posta ve Telgraf Giderleri,98.901.9008.258-0012.0002-01-03.05.20.01,,"1,000.00","1,000.00","1,000.00",0.00,0.00,"1,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",İç Denetim,ÖZEL KALEM MÜDÜRLÜĞÜ,İç Denetim,Genel Bütçeli İdareler,Kurslara Katılma ve Eğitim Giderleri,98.901.9008.258-0012.0002-01-03.05.90.03,,"10,000.00","11,000.00","12,000.00",0.00,0.00,"14,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",İç Denetim,ÖZEL KALEM MÜDÜRLÜĞÜ,İç Denetim,Genel Bütçeli İdareler,"Temsil, Tanıtma ve Ağırlama Giderleri",98.901.9008.258-0012.0002-01-03.06.10.01,,"15,000.00","16,000.00","17,000.00",0.00,0.00,"16,000.00"
,YÖNETİM VE DESTEK PROGRAMI,"TEFTİŞ, DENETİM VE DANIŞMANLIK HİZMETLERİ",İç Denetim,ÖZEL KALEM MÜDÜRLÜĞÜ,İç Denetim,Genel Bütçeli İdareler,Büro ve İşyeri Mal ve Malzeme Alımları,98.901.9008.258-0012.0002-01-03.07.10.01,,"15,000.00","16,000.00","17,000.00",0.00,0.00,"3,000.00"
